0
6318,646012
6127,91928
5937,428313
5757,213827
5582,276031
5407,251062
5237,421448
5077,804944
4915,519445
4757,868467
4605,267945
4453,941075
4311,485359
4166,770769
4030,842328
3893,751499
3760,772716
3628,856136
3501,434701
3375,428636
3254,251461
3132,0233
3014,407193
2893,126879
2783,197885
2671,852122
2563,1701
2453,936457
2346,885118
2239,435878
2137,789921
2035,646117
1933,113533
1836,578873
1736,71819
1639,78848
1542,749849
1448,769063
1354,728928
1260,759172
1173,140856
1079,369266
992,0394148
898,6183132
814,945376
725,2673018
639,3414055
553,6134866
465,2661112
380,3996938
296,2663711
209,6948921
129,3956787
47,30088093
-40,28660763
-126,7720096
-212,7439493
-297,4905523
-378,4280158
-464,4557718
-549,020658
-635,2192943
-722,9196257
-803,3394565
-891,3976195
-982,8487146
-1069,883932
-1158,675648
-1250,33032
-1343,378275
-1436,730288
-1530,19181
-1628,522734
-1722,49696
-1820,80048
-1921,115965
-2021,261932
-2122,821806
-2228,206698
-2334,208512
-2444,835723
-2553,484047
-2666,705088
-2782,240627
-2901,627346
-3018,008103
-3139,334232
-3263,662382
-3389,658735
-3518,695851
-3645,725053
-3776,011988
-3905,776241
-4039,627078
-4173,303283
-4306,851539
-4436,518221
-4568,629201
-4698,219866
-4823,399085
-4942,993527
-5060,040575
-5167,90904
-5267,414805
-5355,183488
-5430,214235
-5489,643982
-5530,268325
-5549,200267
-5543,358367
-5509,021294
-5442,907281
-5340,524094
-5199,382852
-5014,559967
-4784,947095
-4507,115407
-4178,029206
-3798,07868
-3367,628862
-2890,10939
-2370,549626
-1818,851428
-1274,846977
-677,8932225
0
744,4282071
1537,375025
2360,813934
3196,441932
4026,905647
4839,280106
5622,252547
6367,502809
7071,758371
7732,777294
8349,208164
8923,573013
9452,544855
9938,434728
10381,30052
10785,87258
11146,91729
11464,08208
11735,00932
11964,22034
12146,23344
12284,11336
12382,22377
12437,41756
12453,91696
12432,15126
12375,17977
12287,70464
12165,94987
12014,58851
11833,53109
11633,30436
11418,13687
11189,24221
10951,04759
10705,53708
10459,34344
10203,67019
9952,676496
9702,101404
9448,665171
9199,956546
8953,083537
8708,869133
8468,660018
8233,509858
8004,99075
7777,713721
7553,619114
7337,395048
7125,309555
6919,181023
6712,921801
6515,157187
6316,571812
6125,808517
5937,428313
5755,030564
5582,276031
5404,996242
5237,421448
5075,479646
4915,519445
4757,868467
4602,839273
4453,941075
4311,485359
4166,770769
4028,281016
3893,751499
3760,772716
3628,856136
3501,434701
3375,428636
3254,251461
3132,0233
3014,407193
2895,958241
2783,197885
2671,852122
2563,1701
2453,936457
2346,885118
2242,41882
2137,789921
2035,646117
1933,113533
1836,578873
1739,805623
1639,78848
1542,749849
1448,769063
1357,883499
1260,759172
1173,140856
1079,369266
992,0394148
901,8338227
814,945376
725,2673018
639,3414055
553,6134866
465,2661112
380,3996938
296,2663711
209,6948921
129,3956787
47,30088093
-40,28660763
-123,5286857
-212,7439493
-297,4905523
-378,4280158
-464,4557718
-549,020658
-635,2192943
-722,9196257
-806,4984289
-891,3976195
-982,8487146
-1069,883932
-1158,675648
-1250,33032
-1343,378275
-1436,730288
-1530,19181
-1628,522734
-1722,49696
-1820,80048
-1921,115965
-2021,261932
-2122,821806
-2228,206698
-2334,208512
-2444,835723
-2553,484047
-2666,705088
-2779,670971
-2901,627346
-3018,008103
-3139,334232
-3261,272418
-3389,658735
-3516,402725
-3645,725053
-3773,820147
-3905,776241
-4037,54079
-4171,271313
-4304,874881
-4436,518221
-4566,766051
-4696,414858
-4821,653109
-4941,307444
-5058,415217
-5166,345211
-5265,91328
-5353,745011
-5428,839518
-5487,023437
-5529,023147
-5548,020803
-5542,245205
-5506,92868
-5441,928352
-5339,61303
-5198,540107
-5014,559967
-4784,242219
-4507,115407
-4178,594807
-3798,07868
-3368,054056
-2890,818697
-2371,117498
-1819,27758
-1275,273307
-678,1064412
0
